transaction_id,client_id,date,product_id,product_name,collection,price_usd,occasion,payment_method,boutique_city,advisor_name,advisor_notes
TXN160,CLI012,2024-07-18,AMA008,Citadel Fortress Ring,Amazon,16500,Mid-year reward,Credit Card,Hong Kong,Raymond Lee,Mid-year targets met. Architectural ring.
TXN161,CLI019,2024-07-25,ECL003,Identity Medallion Pendant,Eclipse,6800,Collection,Credit Card,Hong Kong,Michelle Wong,Adding Eclipse pendant. Personal statement.
TXN162,CLI024,2024-07-12,HAT009,Chrysalis Locket,Hatching,9800,Summer gift,UnionPay,Shanghai,Wei Chen,Sentimental piece for summer. Locket personal.
TXN163,CLI027,2024-07-20,AMA007,Tribal Torque Necklace,Amazon,29800,Summer statement,Credit Card,New York,Marcus Johnson,Bold summer piece. Turquoise organic materials.
TXN164,CLI004,2024-12-05,ECL011,Obsidian Eclipse Earrings,Eclipse,13200,Holiday gift,Bank Transfer,Paris,Isabelle Rousseau,Holiday gift for partner. Eclipse collection growing.
TXN165,CLI006,2024-12-12,AMA004,Crown Spike Hair Dagger,Amazon,9800,Year-end,UnionPay,Paris,Jean Marceau,Year-end collection addition. Bold statement.
TXN166,CLI005,2024-12-18,HAT009,Chrysalis Locket,Hatching,9800,Christmas gift,UnionPay,Paris,Jean Marceau,Thoughtful holiday gift. Locket for memories.
TXN167,CLI011,2024-12-10,AMA009,Lioness Mane Hair Comb,Amazon,14200,Year-end power,Credit Card,Hong Kong,Michelle Wong,Closing year with bold hair piece.
TXN168,CLI015,2024-12-18,ECL005,Continuum Collar,Eclipse,18900,Holiday gift,Bank Transfer,Hong Kong,Raymond Lee,First Eclipse. Seamless collar impressive.
TXN169,CLI023,2024-12-20,AMA003,Warrior Queen Ring,Amazon,18900,Year-end,UnionPay,Shanghai,Li Na,Closing year strong. Ruby throne commanding.
TXN170,CLI028,2024-12-15,HAT007,Dawn Light Collar,Hatching,19800,Holiday,Credit Card,New York,Sarah Mitchell,Holiday party. Geometric collar elegant.
TXN171,CLI004,2025-01-28,ECL012,Tesseract Dimension Drops,Eclipse,13700,Winter collection,Bank Transfer,Paris,Isabelle Rousseau,Partner expanding Eclipse. Geometric drops stunning.
TXN172,CLI008,2025-02-12,VAN003,Singularity Digital Watch,Vanta,18500,New purchase,Credit Card,Paris,Jean Marceau,E-ink innovation. Adding to Vanta collection.
TXN173,CLI003,2025-02-20,AMA002,Sovereign Collar Necklace,Amazon,35000,Anniversary,Bank Transfer,Paris,Isabelle Rousseau,Gallery anniversary. Commanding citrine collar.
TXN174,CLI006,2025-02-18,ECL009,Satellite Orbit Earrings,Eclipse,16800,Growing Eclipse,UnionPay,Paris,Isabelle Rousseau,Fourth Eclipse. Kinetic mechanism fascinating.
TXN175,CLI011,2025-02-10,ECL010,Gravity Defying Hoops,Eclipse,14500,Innovation,Credit Card,Hong Kong,Michelle Wong,Magnetic tech appeals. Bold Eclipse statement.
TXN176,CLI018,2025-02-15,HAT004,Chrysalis Back Drape,Hatching,22500,Gala season,Credit Card,Hong Kong,Michelle Wong,Spring gala approaching. Dramatic back piece.
TXN177,CLI013,2025-02-18,AMA001,Conquest Statement Cuff,Amazon,28500,Power piece,Credit Card,Hong Kong,Raymond Lee,First Amazon. Bold shift. Career confidence.
TXN178,CLI023,2025-02-05,HAT008,Silk Armor Bracelet,Hatching,11200,Collection,UnionPay,Shanghai,Wei Chen,Adding delicate piece. Multi-strand layering.
TXN179,CLI025,2025-02-12,ECL001,Unity Chain Necklace,Eclipse,11500,First Eclipse,Bank Transfer,Shanghai,Li Na,Exploring Eclipse. Architectural chain resonates.
TXN180,CLI027,2025-02-08,ECL002,Fluid Form Cuff,Eclipse,14800,New year Eclipse,Credit Card,New York,Sarah Mitchell,Exploring Eclipse. Organic fluidity beautiful.
TXN181,CLI029,2025-02-18,AMA005,Amazonian Link Bracelet,Amazon,24500,Year-end reward,Credit Card,New York,Marcus Johnson,Building Amazon collection. Multi-stone celebration.
TXN182,CLI002,2024-04-12,ECL008,Binary Identity Ring,Eclipse,8400,Spring collection,Credit Card,Paris,Jean Marceau,Spring purchase. Adding to Eclipse collection.
TXN183,CLI007,2024-04-20,ECL011,Obsidian Eclipse Earrings,Eclipse,13200,Anniversary gift,Credit Card,Paris,Isabelle Rousseau,Anniversary for partner. Eclipse dramatic earrings.
TXN184,CLI003,2024-04-25,ECL007,Mobius Infinity Ring,Eclipse,9200,Gallery event,Credit Card,Paris,Jean Marceau,Gallery spring opening. Infinity symbolism resonates.
TXN185,CLI004,2023-05-10,ECL010,Gravity Defying Hoops,Eclipse,14500,Partners collection,Bank Transfer,Paris,Isabelle Rousseau,Partner expanding Eclipse. Magnetic hoops fascinating.
TXN186,CLI008,2023-10-15,ECL006,Alchemy Symbol Pendant,Eclipse,8400,Exploring Eclipse,Credit Card,Paris,Jean Marceau,First Eclipse piece. Moonstone transformation resonates.
